route_id,stop_id
1644,temp_2817
1644,temp_2795
1651,temp_2951
1652,temp_2951
1653,temp_1375
1661,temp_2951
1664,temp_2951
1667,temp_2262
1667,temp_3589
1668,temp_3102
1668,temp_3101
1668,temp_3100
1675,temp_3564
1679,temp_3834
1679,temp_3836
1679,temp_3533
1692,temp_3589
1693,temp_3935
1693,temp_3589
1696,temp_1273
1701,temp_1157
1703,temp_2776
1706,temp_3440
1709,temp_2776
1710,temp_3564
1711,temp_3996
1711,temp_3997
1715,temp_1157
1718,temp_3589
1719,temp_3589
1723,temp_1375
1726,temp_3646
1727,temp_4008
1727,temp_3533
1728,temp_1375
1728,temp_1562
1729,temp_1157
1734,temp_3691
1734,temp_3690
1734,temp_3863
1735,temp_3935
1736,temp_31
1736,temp_33
1736,temp_37
1737,temp_3564
1738,temp_8058
1738,temp_8067
1739,temp_8067
1740,temp_3866
1741,temp_8087
1741,temp_4245
1741,temp_236
1741,temp_1610
1741,temp_1540
1741,temp_5653
1741,temp_252
1741,temp_4273
1742,temp_31
1742,temp_1831
1742,temp_1610
1744,temp_8122
1746,temp_3564
1747,temp_8162
1747,temp_8163
1748,temp_3564
1750,temp_3564
1751,temp_3564
1752,temp_3564
1752,temp_2425
1756,temp_8202
1757,temp_3564
1757,temp_3721
1758,temp_3564
1758,temp_7641
1758,temp_3721
1759,temp_3564
1760,temp_3564
1760,temp_8224
1761,temp_3564
1761,temp_2425
1761,temp_8225
1762,temp_3564
1762,temp_7641
1762,temp_3721
1763,temp_3564
1763,temp_8233
1763,temp_8234
1763,temp_2425
1763,temp_8237
1764,temp_8242
1764,temp_3564
1765,temp_3564
1765,temp_7641
1765,temp_3721
1766,temp_3564
1768,temp_8162
1768,temp_8163
1768,temp_8251
1769,temp_3721
1770,temp_8058
1771,temp_3564
1771,temp_3721
1773,temp_8058
1777,temp_3564
1779,temp_3564
1779,temp_3721
1779,temp_7119
1780,temp_1569
1780,temp_236
1781,temp_1569
1781,temp_8289
1781,temp_8291
1782,temp_8067
1782,temp_1273
1783,temp_1273
1784,temp_1272
1784,temp_1273
1785,temp_1273
1785,temp_5593
1788,temp_1237
1788,temp_8341
1789,temp_1273
1789,temp_8347
1790,temp_1273
1790,temp_199
1790,temp_200
1791,temp_1273
1792,temp_1273
1793,temp_1273
1793,temp_8358
1793,temp_8360
1794,temp_8364
1794,temp_3440
1795,temp_3440
1797,temp_8388
1801,temp_1569
1801,temp_8202
1801,temp_236
1801,temp_1540
1801,temp_252
1802,temp_236
1802,temp_5653
1802,temp_252
1803,temp_252
1803,temp_1419
1803,temp_1539
1803,temp_1540
1804,temp_236
1805,temp_1831
1805,temp_1610
1806,temp_3589
1808,temp_8202
1811,temp_1831
1811,temp_236
1816,temp_8058
1817,temp_8122
1822,temp_8122
1823,temp_8122
1824,temp_8122
1824,temp_8496
1824,temp_8497
1824,temp_8500
1824,temp_8501
1827,temp_7742
1827,temp_4947
1830,temp_7613
1834,temp_8574
1834,temp_8580
1834,temp_8581
1842,temp_3863
1842,temp_6428
1845,temp_6428
1846,temp_8634
1847,temp_3935
1848,temp_8642
1850,temp_6885
1850,temp_8663
1850,temp_8664
1850,temp_3836
1850,temp_8666
1851,temp_6885
1853,temp_5957
1855,temp_6885
1856,temp_6428
1856,temp_6428
1857,temp_6271
1858,temp_8698
1860,temp_1569
1861,temp_6272
1861,temp_8711
1861,temp_8712
1862,temp_6434
1862,temp_2425
1862,temp_3484
1864,temp_3816
1865,temp_6885
1867,temp_1569
1867,temp_8741
1868,temp_8634
1869,temp_3816
1870,temp_3816
1871,temp_3816
1871,temp_8755
1872,temp_3816
1873,temp_8634
1877,temp_7899
1878,temp_7899
1879,temp_2832
1879,temp_7887
1879,temp_2817
1880,temp_6271
1881,temp_6271
1882,temp_8800
1885,temp_8808
1885,temp_8809
1887,temp_8067
1888,temp_8067
1889,temp_7622
1890,temp_1375
1891,temp_7622
1892,temp_7622
1892,temp_8837
1893,temp_7622
1893,temp_8837
1894,temp_8741
1897,temp_8837
1898,temp_7622
1898,temp_8837
1900,temp_8634
1900,temp_8865
1901,temp_8634
1903,temp_7622
1904,temp_7622
1904,temp_8837
1907,temp_8817
1908,temp_7641
1908,temp_3721
1908,temp_7119
1909,temp_3564
1909,temp_2262
1911,temp_8888
1925,temp_1375
1926,temp_8914
1926,temp_2817
1926,temp_2817
1926,temp_8916
1926,temp_8920
1935,temp_8946
1938,temp_8954
1940,temp_8954
1943,temp_3484
1944,temp_8959
1944,temp_8960
1945,temp_8946
1946,temp_3997
1950,temp_1569
1954,temp_7899
1955,temp_8988
1955,temp_8990
1955,temp_8993
1956,temp_8988
1956,temp_8990
1956,temp_8998
1960,temp_7779
1960,temp_236
1960,temp_1562
1960,temp_9007
1960,temp_8087
1961,temp_1831
1961,temp_236
1961,temp_1562
1961,temp_9007
1961,temp_219
1961,temp_199
1961,temp_200
1962,temp_1610
1962,temp_252
1963,temp_252
1969,temp_3721
1970,temp_3721
1971,temp_8163
1971,temp_8162
1972,temp_6458
1974,temp_1272
1974,temp_1273
1975,temp_3721
1976,temp_3721
1980,temp_3616
1984,temp_8223
1984,temp_8224
1985,temp_8225
1985,temp_7593
1987,temp_6434
1987,temp_8237
1987,temp_6445
1987,temp_8234
1987,temp_8233
1988,temp_3721
1988,temp_9038
1995,temp_8251
1995,temp_8163
1995,temp_8162
1996,temp_9041
1996,temp_7742
1997,temp_7742
1998,temp_7742
1999,temp_8058
2001,temp_3721
2002,temp_3721
2002,temp_9047
2003,temp_3721
2004,temp_8058
2005,temp_8058
2008,temp_6458
2008,temp_7742
2010,temp_9060
2013,temp_5160
2013,temp_1157
2014,temp_8291
2014,temp_8289
2014,temp_4250
2014,temp_5160
2014,temp_1157
2015,temp_9061
2016,temp_1157
2017,temp_1237
2021,temp_7742
2021,temp_5593
2022,temp_1304
2023,temp_199
2023,temp_200
2023,temp_9066
2025,temp_1237
2026,temp_8360
2026,temp_7742
2027,temp_3440
2028,temp_7613
2028,temp_8364
2028,temp_3440
2032,temp_8634
2033,temp_3935
2034,temp_1831
2034,temp_1540
2034,temp_4250
2034,temp_5160
2035,temp_1831
2036,temp_1540
2036,temp_1539
2036,temp_1419
2039,temp_1610
2042,temp_9090
2042,temp_9091
2043,temp_4250
2043,temp_5160
2046,temp_7613
2047,temp_7613
2048,temp_7613
2049,temp_3589
2050,temp_3589
2051,temp_8058
2052,temp_5957
2054,temp_3589
2055,temp_3589
2056,temp_3589
2057,temp_3589
2059,temp_8502
2059,temp_8500
2059,temp_8501
2059,temp_8496
2059,temp_8497
2061,temp_31
2062,temp_3589
2063,temp_8524
2066,temp_5957
2067,temp_5957
2069,temp_8581
2069,temp_8580
2069,temp_8574
2070,temp_9109
2073,temp_8916
2074,temp_7613
2077,temp_9116
2078,temp_8916
2081,temp_9119
2083,temp_8914
2083,temp_8642
2083,temp_8916
2085,temp_1562
2086,temp_1562
2087,temp_3834
2087,temp_8946
2088,temp_7068
2089,temp_7068
2096,temp_3863
2097,temp_9116
2097,temp_8574
2098,temp_9145
2098,temp_9146
2098,temp_9150
2099,temp_3863
2100,temp_9152
2101,temp_236
2102,temp_3863
2103,temp_9145
2103,temp_3863
2103,temp_9158
2103,temp_9159
2104,temp_8712
2107,temp_9163
2108,temp_2832
2111,temp_8741
2112,temp_7899
2119,temp_7899
2124,temp_3856
2128,temp_7068
2129,temp_7899
2129,temp_3816
2130,temp_3816
2131,temp_8800
2134,temp_8809
2134,temp_8808
2135,temp_7899
2137,temp_2262
2138,temp_8741
2142,temp_8865
2147,temp_9189
2147,temp_6288
2149,temp_2262
2149,temp_8817
2151,temp_8888
2152,temp_9194
2153,temp_4008
2158,temp_4008
2158,temp_3533
2159,temp_4008
2159,temp_3533
2163,temp_3646
2165,temp_3935
2165,temp_1375
2166,temp_8920
2166,temp_8916
2167,temp_6434
2167,temp_2425
2168,temp_9205
2168,temp_4008
2169,temp_9208
2170,temp_9208
2175,temp_8948
2175,temp_9213
2175,temp_9215
2175,temp_9216
2176,temp_3935
2179,temp_1273
2181,temp_3997
2183,temp_8960
2184,temp_7068
2184,temp_8948
2184,temp_3834
2184,temp_3836
2185,temp_3721
2185,temp_7119
2185,temp_2425
2185,temp_3484
2187,temp_9213
2190,temp_9224
2194,temp_3816
2195,temp_7899
